Country,Country code,State,State code,State type,Date,Category,Subcategory,Variable,Unit,Value
India,IND,Ladakh,LA,Union territory,01-12-2021,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-12-2021,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-12-2021,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-12-2021,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-12-2021,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-12-2021,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-12-2021,Power sector emissions,Fuel,Hydro,%,0.4
India,IND,Ladakh,LA,Union territory,01-12-2021,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-12-2021,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-12-2021,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-12-2021,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-12-2021,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-01-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Power sector emissions,Fuel,Hydro,%,0.35
India,IND,Ladakh,LA,Union territory,01-01-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-01-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-02-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Power sector emissions,Fuel,Hydro,%,0.3
India,IND,Ladakh,LA,Union territory,01-02-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-02-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-03-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Power sector emissions,Fuel,Hydro,%,0.43
India,IND,Ladakh,LA,Union territory,01-03-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-03-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-04-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Power sector emissions,Fuel,Hydro,%,0.44
India,IND,Ladakh,LA,Union territory,01-04-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-04-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-05-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Power sector emissions,Fuel,Hydro,%,0.96
India,IND,Ladakh,LA,Union territory,01-05-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-05-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-06-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Power sector emissions,Fuel,Hydro,%,1.21
India,IND,Ladakh,LA,Union territory,01-06-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-06-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-07-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Power sector emissions,Fuel,Hydro,%,1.55
India,IND,Ladakh,LA,Union territory,01-07-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-07-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-08-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Power sector emissions,Fuel,Hydro,%,1.54
India,IND,Ladakh,LA,Union territory,01-08-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-08-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-09-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Power sector emissions,Fuel,Hydro,%,1.31
India,IND,Ladakh,LA,Union territory,01-09-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-09-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-10-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Power sector emissions,Fuel,Hydro,%,0.74
India,IND,Ladakh,LA,Union territory,01-10-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-10-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-11-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Power sector emissions,Fuel,Hydro,%,0.49
India,IND,Ladakh,LA,Union territory,01-11-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-11-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-12-2022,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Power sector emissions,Fuel,Hydro,%,0.4
India,IND,Ladakh,LA,Union territory,01-12-2022,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-12-2022,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-01-2023,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Power sector emissions,Fuel,Hydro,%,0.34
India,IND,Ladakh,LA,Union territory,01-01-2023,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-01-2023,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-02-2023,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Power sector emissions,Fuel,Hydro,%,0.29
India,IND,Ladakh,LA,Union territory,01-02-2023,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-02-2023,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-03-2023,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Electricity generation,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Power sector emissions,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Power sector emissions,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Power sector emissions,Fuel,Hydro,%,0.4
India,IND,Ladakh,LA,Union territory,01-03-2023,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Power sector emissions,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-03-2023,Power sector emissions,Fuel,Wind,%,0
India,IND,Ladakh,LA,Union territory,01-04-2023,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Ladakh,LA,Union territory,01-04-2023,Electricity generation,Fuel,Coal,%,0
India,IND,Ladakh,LA,Union territory,01-04-2023,Electricity generation,Fuel,Gas,%,0
India,IND,Ladakh,LA,Union territory,01-04-2023,Electricity generation,Fuel,Hydro,%,100
India,IND,Ladakh,LA,Union territory,01-04-2023,Electricity generation,Fuel,Nuclear,%,0
India,IND,Ladakh,LA,Union territory,01-04-2023,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Ladakh,LA,Union territory,01-04-2023,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Ladakh,LA,Union territory,01-04-2023,Electricity generation,Fuel,Solar,%,0
India,IND,Ladakh,LA,Union territory,01-04-2023,Electricity generation,Fuel,Wind,%,0
